experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
Senior-Level,Full-Time,AI Engineer,93300,US,Medium
Senior-Level,Full-Time,Data Scientist,218500,US,Medium
Mid-Level,Full-Time,Data Engineer,169000,US,Medium
Senior-Level,Full-Time,Data Product Manager,145000,US,Medium
Mid-Level,Full-Time,Data Analyst,120000,US,Medium
Entry-Level,Full-Time,Research Scientist,100400,US,Large
Senior-Level,Full-Time,Machine Learning Scientist,180514,US,Medium
Senior-Level,Full-Time,Data Scientist,359170,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,24823,SI,Large
Entry-Level,Full-Time,Data Analyst,133000,US,Medium
Senior-Level,Full-Time,Data Scientist,198200,US,Medium
Senior-Level,Full-Time,Data Analyst,169000,US,Medium
Senior-Level,Full-Time,Data Engineer,169000,US,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,125000,GB,Medium
Mid-Level,Full-Time,Data Developer,120681,US,Medium
Senior-Level,Full-Time,Data Scientist,197600,US,Medium
Senior-Level,Full-Time,Data Scientist,165100,US,Medium
Senior-Level,Full-Time,Data Analyst,145000,US,Medium
Senior-Level,Full-Time,Business Intelligence,70000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,175000,US,Medium
Senior-Level,Full-Time,Research Engineer,290000,US,Medium
Senior-Level,Full-Time,Data Engineer,91270,US,Medium
Senior-Level,Full-Time,Data Analyst,104000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,150700,US,Medium
Senior-Level,Full-Time,Data Scientist,138000,US,Medium
Senior-Level,Full-Time,Data Scientist,156400,US,Medium
Senior-Level,Full-Time,Data Lead,200000,US,Medium
Mid-Level,Full-Time,Data Scientist,90000,US,Medium
Senior-Level,Full-Time,Data Engineer,130000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,96200,US,Medium
Executive-Level,Full-Time,AI Architect,215936,US,Large
Senior-Level,Full-Time,Data Engineer,200000,US,Medium
Mid-Level,Full-Time,Data Engineer,135000,US,Medium
Senior-Level,Full-Time,Data Architect,174000,US,Medium
Entry-Level,Full-Time,Research Analyst,78308,CA,Medium
Senior-Level,Full-Time,Data Engineer,103000,US,Medium
Senior-Level,Full-Time,Research Scientist,250000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,331640,US,Medium
Senior-Level,Full-Time,Business Intelligence,260000,US,Medium
Senior-Level,Full-Time,Data Engineer,94100,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,159000,US,Medium
Senior-Level,Full-Time,Data Analyst,80000,US,Medium
Senior-Level,Full-Time,Data Scientist,205300,US,Large
Senior-Level,Full-Time,Data Manager,110400,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,230000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,80000,US,Medium
Mid-Level,Full-Time,Data Analyst,110000,US,Medium
Mid-Level,Full-Time,Data Scientist,150000,US,Medium
Senior-Level,Full-Time,Data Scientist,116000,US,Medium
Mid-Level,Full-Time,AI Engineer,65000,US,Medium
Mid-Level,Full-Time,Data Analyst,110000,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,105300,CA,Medium
Entry-Level,Full-Time,Applied Scientist,213660,US,Large
Entry-Level,Full-Time,Data Analyst,157600,US,Medium
Senior-Level,Full-Time,Data Visualization Specialist,185000,US,Medium
Entry-Level,Contract,AI Research Scientist,88888,DE,Large
Mid-Level,Full-Time,Research Scientist,124100,US,Large
Mid-Level,Full-Time,ML Engineer,77364,JP,Small
Senior-Level,Full-Time,Data Scientist,269000,CA,Medium
Entry-Level,Full-Time,Data Analyst,132600,US,Medium
Mid-Level,Full-Time,Data Scientist,117000,US,Medium
Senior-Level,Full-Time,Data Scientist,225000,US,Medium
Mid-Level,Full-Time,Data Scientist,180000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,245700,US,Medium
Senior-Level,Full-Time,Data Science,331292,US,Medium
Entry-Level,Full-Time,Data Analyst,92000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,156400,US,Medium
Senior-Level,Full-Time,Research Engineer,293000,US,Medium
Mid-Level,Full-Time,Data Modeler,179000,US,Medium
Senior-Level,Full-Time,Data Scientist,129300,US,Medium
Senior-Level,Full-Time,Data Scientist,164000,US,Medium
Senior-Level,Full-Time,Data Scientist,203500,US,Medium
Senior-Level,Full-Time,Research Engineer,190000,US,Medium
Senior-Level,Full-Time,Data Engineer,195000,US,Medium
Executive-Level,Full-Time,Data Engineer,194500,US,Medium
Mid-Level,Full-Time,Data Science Manager,328000,US,Medium
Entry-Level,Full-Time,Data Analyst,115000,US,Medium
Mid-Level,Full-Time,Machine Learning Scientist,170000,US,Medium
Mid-Level,Full-Time,Data Scientist,120000,US,Medium
Senior-Level,Full-Time,Data Analyst,76000,US,Medium
Senior-Level,Full-Time,Data Analyst,80000,IE,Medium
Entry-Level,Full-Time,Big Data Engineer,16228,IN,Large
Senior-Level,Full-Time,Data Engineer,145360,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Medium
Senior-Level,Full-Time,Data Engineer,115000,US,Medium
Mid-Level,Full-Time,Data Scientist,72360,US,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Research Engineer,200800,US,Medium
Senior-Level,Full-Time,Research Scientist,249500,US,Medium
Mid-Level,Full-Time,Data Analyst,44356,GB,Medium
Mid-Level,Full-Time,Data Analyst,110000,US,Medium
Senior-Level,Full-Time,Data Engineer,185900,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,113100,US,Medium
Senior-Level,Full-Time,Data Engineer,194595,US,Medium
Senior-Level,Full-Time,Data Engineer,163800,US,Medium
Senior-Level,Full-Time,Analytics Engineer,117700,GB,Medium
Senior-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Part-Time,CRM Data Analyst,40000,AE,Large
Senior-Level,Full-Time,Data Engineer,179305,US,Medium
Senior-Level,Full-Time,Data Scientist,258700,US,Medium
Senior-Level,Full-Time,Data Science Manager,299500,US,Medium
Senior-Level,Full-Time,Data Modeler,112000,US,Medium
Senior-Level,Full-Time,Data Science Manager,174000,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Entry-Level,Full-Time,Business Intelligence,142000,US,Medium
Senior-Level,Full-Time,Data Analyst,52500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,283200,US,Medium
Senior-Level,Full-Time,Data Engineer,199700,US,Medium
Senior-Level,Full-Time,ML Engineer,159000,US,Medium
Senior-Level,Full-Time,Data Analyst,130050,US,Medium
Senior-Level,Full-Time,Data Analyst,70374,US,Medium
Mid-Level,Full-Time,BI Analyst,86100,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,102492,GB,Medium
Mid-Level,Full-Time,Data Scientist,110000,US,Medium
Senior-Level,Full-Time,Research Scientist,278700,US,Medium
Mid-Level,Full-Time,Data Engineer,750000,US,Medium
Mid-Level,Full-Time,Data Developer,100000,US,Medium
Senior-Level,Full-Time,Data Engineer,282000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,220000,US,Medium
Mid-Level,Full-Time,Research Engineer,67672,GB,Medium
Senior-Level,Full-Time,Data Scientist,168000,US,Medium
Senior-Level,Full-Time,Data Scientist,100000,US,Medium
Senior-Level,Full-Time,Data Scientist,141000,US,Medium
Senior-Level,Full-Time,Data Engineer,122000,US,Medium
Mid-Level,Full-Time,Business Intelligence,146851,US,Medium
Entry-Level,Full-Time,Data Science,57277,FR,Medium
Mid-Level,Full-Time,Data Scientist,130000,US,Large
Senior-Level,Full-Time,Research Analyst,188600,US,Medium
Senior-Level,Full-Time,Data Engineer,231000,US,Medium
Executive-Level,Full-Time,Data Science Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Architect,120000,US,Medium
Entry-Level,Full-Time,Data Analyst,92000,US,Medium
Senior-Level,Full-Time,Research Scientist,146000,US,Medium
Senior-Level,Full-Time,BI Analyst,130000,US,Medium
Senior-Level,Full-Time,Data Engineer,102000,US,Medium
Senior-Level,Full-Time,Data Engineer,100000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Engineer,108768,US,Medium
Mid-Level,Full-Time,Data Scientist,73100,US,Medium
Senior-Level,Full-Time,Data Scientist,127300,US,Large
Senior-Level,Full-Time,Data Scientist,170000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,262000,US,Medium
Mid-Level,Full-Time,Data Scientist,200000,US,Medium
Senior-Level,Full-Time,Data Engineer,143000,US,Medium
Senior-Level,Full-Time,Data Analyst,82620,US,Medium
Mid-Level,Full-Time,Data Engineer,90000,US,Large
Senior-Level,Full-Time,Head of Data,102839,SI,Large
Mid-Level,Full-Time,Data Engineer,102200,CA,Medium
Entry-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Analyst,120000,CA,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,78800,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,150000,US,Medium
Mid-Level,Full-Time,Data Manager,115500,US,Medium
Senior-Level,Full-Time,Data Scientist,170000,US,Medium
Senior-Level,Full-Time,Data Architect,135000,US,Medium
Mid-Level,Full-Time,Data Engineer,95000,US,Medium
Mid-Level,Full-Time,Data Scientist,56256,GB,Large
Senior-Level,Full-Time,Data Manager,145000,US,Medium
Mid-Level,Full-Time,Data Analyst,100000,CA,Medium
Executive-Level,Full-Time,Data Engineer,200000,US,Medium
Mid-Level,Full-Time,Business Intelligence,167500,US,Medium
Senior-Level,Full-Time,Data Engineer,165000,US,Medium
Senior-Level,Full-Time,Data Engineer,116000,US,Medium
Entry-Level,Full-Time,Data Integration Specialist,85000,CA,Medium
Senior-Level,Full-Time,Data Engineer,116000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Science,135800,US,Medium
Senior-Level,Full-Time,Applied Scientist,309400,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,238000,US,Medium
Mid-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,BI Developer,140000,US,Medium
Senior-Level,Full-Time,Data Engineer,73100,US,Medium
Senior-Level,Full-Time,Data Engineer,163800,US,Medium
Senior-Level,Full-Time,Data Analyst,51824,ES,Medium
Senior-Level,Full-Time,Data Science,185000,US,Medium
Senior-Level,Full-Time,Lead Data Scientist,172309,IE,Large
Senior-Level,Full-Time,Data Scientist,305600,US,Medium
Senior-Level,Full-Time,Data Product Manager,220000,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Entry-Level,Full-Time,Marketing Data Engineer,66970,SG,Large
Senior-Level,Full-Time,Data Engineer,116000,US,Medium
Entry-Level,Full-Time,Data Science Analyst,70000,US,Medium
Senior-Level,Full-Time,Data Engineer,200000,US,Medium
Senior-Level,Full-Time,Data Engineer,150000,US,Medium
Mid-Level,Full-Time,Data Analyst,31520,ES,Medium
Senior-Level,Full-Time,Data Analyst,136600,US,Medium
Mid-Level,Full-Time,Deep Learning Engineer,86193,GB,Medium
Senior-Level,Full-Time,Research Scientist,100000,US,Medium
Senior-Level,Full-Time,Data Scientist,113050,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,159000,US,Medium
Mid-Level,Full-Time,Data Engineer,114000,US,Medium
Mid-Level,Full-Time,Applied Scientist,250000,US,Medium
Senior-Level,Full-Time,Data Scientist,165000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,220000,US,Medium
Senior-Level,Full-Time,Data Science,70000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,331640,US,Medium
Senior-Level,Full-Time,Data Engineer,162000,US,Medium
Mid-Level,Full-Time,Data Engineer,160000,US,Medium
Entry-Level,Full-Time,Data Engineer,52500,US,Medium
Senior-Level,Full-Time,Data Analyst,185000,US,Medium
Senior-Level,Full-Time,Data Engineer,115000,US,Medium
Mid-Level,Full-Time,Data Engineer,33750,GB,Medium
Senior-Level,Full-Time,Data Scientist,171250,IE,Medium
Senior-Level,Full-Time,Data Engineer,180000,US,Medium
Entry-Level,Full-Time,Data Science,198000,US,Medium
Mid-Level,Full-Time,Data Engineer,78000,BR,Medium
Mid-Level,Full-Time,Data Engineer,110000,US,Large
Mid-Level,Full-Time,Data Engineer,161500,US,Medium
Senior-Level,Full-Time,Data Analyst,135000,US,Medium
Senior-Level,Full-Time,Data Scientist,177700,US,Medium
Senior-Level,Full-Time,Data Scientist,203500,US,Medium
Senior-Level,Full-Time,Data Engineer,90000,US,Medium
Entry-Level,Full-Time,Data Engineer,220000,US,Medium
Senior-Level,Full-Time,Data Scientist,140250,US,Medium
Senior-Level,Full-Time,Business Intelligence Manager,82500,GB,Medium
Senior-Level,Full-Time,Cloud Database Engineer,102500,US,Medium
Senior-Level,Full-Time,Data Engineer,153600,US,Medium
Executive-Level,Full-Time,Data Manager,80000,US,Medium
Entry-Level,Full-Time,Data Analyst,115000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,140000,US,Medium
Mid-Level,Full-Time,Data Science Manager,267100,US,Medium
Entry-Level,Full-Time,Data Scientist,90000,US,Small
Senior-Level,Full-Time,Data Analyst,75000,US,Medium
Mid-Level,Full-Time,Data Engineer,95000,US,Medium
Mid-Level,Full-Time,Applied Scientist,136000,US,Large
Mid-Level,Full-Time,Data Scientist,115000,US,Medium
Senior-Level,Full-Time,Data Quality Analyst,82000,US,Medium
Senior-Level,Full-Time,Data Scientist,156000,CA,Medium
Senior-Level,Full-Time,Data Analyst,180400,US,Medium
Senior-Level,Full-Time,Data Scientist,104000,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Mid-Level,Full-Time,Data Scientist,135000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,164000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,210100,US,Medium
Senior-Level,Full-Time,Data Analyst,169000,US,Medium
Entry-Level,Full-Time,Data Analyst,100000,US,Medium
Mid-Level,Full-Time,Data Engineer,130000,US,Medium
Mid-Level,Full-Time,Data Scientist,90000,US,Medium
Senior-Level,Full-Time,Data Engineer,127600,US,Medium
Senior-Level,Full-Time,Data Infrastructure Engineer,179900,US,Medium
Entry-Level,Full-Time,Data Science Consultant,63831,DE,Large
Mid-Level,Full-Time,Data Management Specialist,69300,CA,Medium
Mid-Level,Full-Time,Data Engineer,125000,US,Medium
Mid-Level,Full-Time,Research Engineer,118600,US,Medium
Senior-Level,Full-Time,Data Scientist,143750,US,Medium
Senior-Level,Full-Time,Data Engineer,266000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,79600,US,Large
Mid-Level,Full-Time,Data Scientist,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,145000,US,Medium
Senior-Level,Full-Time,Data Scientist,159000,US,Medium
Senior-Level,Full-Time,Data Engineer,202500,US,Medium
Senior-Level,Full-Time,Data Scientist,134236,US,Medium
Senior-Level,Full-Time,Data Analyst,109100,US,Medium
Senior-Level,Full-Time,Data Engineer,104611,GB,Medium
Senior-Level,Full-Time,Data Scientist,162000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,135000,US,Medium
Mid-Level,Full-Time,Data Engineer,128600,US,Medium
Senior-Level,Full-Time,Data Engineer,139860,US,Medium
Mid-Level,Full-Time,Data Engineer,152000,US,Medium
Senior-Level,Full-Time,Data Analyst,138860,US,Medium
Mid-Level,Full-Time,Data Engineer,73100,US,Medium
Senior-Level,Full-Time,Data Scientist,226000,US,Medium
Senior-Level,Full-Time,Data Analyst,110000,PL,Medium
Entry-Level,Full-Time,Data Scientist,100000,US,Medium
Senior-Level,Full-Time,Data Scientist,324000,US,Medium
Senior-Level,Full-Time,Data Scientist,210000,US,Medium
Mid-Level,Full-Time,Data Engineer,49216,GB,Medium
Mid-Level,Full-Time,Data Scientist,180000,US,Medium
Senior-Level,Full-Time,Data Analyst,132500,US,Medium
Senior-Level,Full-Time,Analytics Engineer,250000,US,Medium
Senior-Level,Full-Time,Data Analyst,120000,GB,Medium
Senior-Level,Full-Time,Data Scientist,106800,US,Medium
Mid-Level,Full-Time,Data Scientist,85600,LV,Medium
Senior-Level,Full-Time,Lead Data Engineer,276000,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,170600,US,Medium
Senior-Level,Full-Time,Data Analyst,92000,US,Medium
Entry-Level,Full-Time,Business Intelligence Analyst,80000,US,Medium
Senior-Level,Full-Time,Data Architect,117000,US,Medium
Senior-Level,Full-Time,Data Engineer,230000,US,Medium
Senior-Level,Full-Time,Data Engineer,385000,US,Medium
Senior-Level,Full-Time,Data Engineer,130000,US,Medium
Senior-Level,Full-Time,Data Engineer,163152,US,Medium
Senior-Level,Full-Time,Research Scientist,278700,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Architect,149040,US,Medium
Executive-Level,Full-Time,Data Scientist,181900,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,126400,US,Medium
Senior-Level,Full-Time,Data Engineer,198800,US,Medium
Entry-Level,Full-Time,Data Analyst,93500,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Mid-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,190000,US,Medium
Executive-Level,Full-Time,Data Engineer,190000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,213900,US,Medium
Senior-Level,Full-Time,Data Engineer,134000,US,Medium
Entry-Level,Full-Time,Applied Scientist,141100,US,Medium
Mid-Level,Full-Time,Data Scientist,73100,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Scientist,190000,US,Medium
Senior-Level,Full-Time,Data Engineer,76833,GB,Small
Mid-Level,Full-Time,Machine Learning Infrastructure Engineer,171600,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,238000,US,Medium
Entry-Level,Full-Time,Data Scientist,33500,GB,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,143000,CA,Medium
Senior-Level,Full-Time,Machine Learning Engineer,254000,US,Medium
Entry-Level,Full-Time,AI Scientist,50000,US,Medium
Senior-Level,Full-Time,Data Analyst,84870,US,Medium
Senior-Level,Full-Time,Data Management Consultant,100000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,163200,US,Medium
Senior-Level,Full-Time,Research Analyst,56359,IT,Medium
Senior-Level,Full-Time,Applied Scientist,260000,US,Large
Mid-Level,Full-Time,Data Engineer,93150,US,Medium
Senior-Level,Full-Time,Data Scientist,187259,US,Medium
Entry-Level,Full-Time,Data Operations Analyst,95000,US,Medium
Senior-Level,Full-Time,Data Analyst,140000,US,Medium
Senior-Level,Full-Time,Data Science,237200,US,Medium
Senior-Level,Full-Time,Data Analyst,175520,US,Medium
Mid-Level,Full-Time,Data Analyst,85000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,215000,US,Medium
